anime_id,name,genre,user_id
4814.0,Junjou Romantica 2,"Comedy, Drama, Romance, Shounen Ai",38687
243.0,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",38687
4654.0,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",38687
530.0,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",38687
61.0,D.N.Angel,"Action, Comedy, Fantasy, Magic, Romance, School, Shoujo",38687
523.0,Tonari no Totoro,"Adventure, Comedy, Supernatural",38687
918.0,Gintama,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",38687
22265.0,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",38687
746.0,Papa to Kiss in the Dark,"Comedy, Drama, Romance, Yaoi",38687
4722.0,Skip Beat!,"Comedy, Drama, Romance, Shoujo",38687
7791.0,K-On!!,"Comedy, Music, School, Slice of Life",28399
7311.0,Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",28399
4224.0,Toradora!,"Comedy, Romance, School, Slice of Life",28399
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",28399
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",28399
5958.0,Sora no Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",28399
4063.0,Sekirei,"Action, Comedy, Ecchi, Harem, Super Power",28399
6347.0,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",28399
7088.0,Ichiban Ushiro no Daimaou,"Action, Comedy, Ecchi, Fantasy, Harem, Magic, School, Shounen",28399
3455.0,To LOVE-Ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",28399
32.0,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",20435
227.0,FLCL,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi",20435
5114.0,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",20435
7311.0,Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",20435
205.0,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",20435
6.0,Trigun,"Action, Comedy, Sci-Fi",20435
5.0,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",20435
457.0,Mushishi,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",20435
9989.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",20435
1530.0,Kanon (2006),"Drama, Romance, Slice of Life, Supernatural",20435
21881.0,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",888
8841.0,Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",888
23269.0,Hello!! Kiniro Mosaic,"Comedy, School, Slice of Life",888
22513.0,Freely Tomorrow,Music,888
20785.0,Mahouka Koukou no Rettousei,"Magic, Romance, School, Sci-Fi, Supernatural",888
23837.0,Meisou! Underworld,"Action, Supernatural, Thriller",888
10790.0,Kore wa Zombie Desu ka? of the Dead,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",888
11759.0,Accel World,"Action, Game, Romance, School, Sci-Fi",888
15225.0,Hentai Ouji to Warawanai Neko.,"Comedy, Harem, Romance, School, Seinen, Supernatural",888
8425.0,Gosick,"Drama, Historical, Mystery, Romance",888
223.0,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",28372
269.0,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",28372
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",28372
6746.0,Durarara!!,"Action, Mystery, Supernatural",28372
3588.0,Soul Eater,"Action, Adventure, Comedy, Fantasy, Shounen, Supernatural",28372
4835.0,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,"Action, Comedy, Shounen, Super Power, Supernatural",28372
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",28372
10087.0,Fate/Zero,"Action, Fantasy, Supernatural",28372
9989.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",28372
8525.0,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",28372
1818.0,Claymore,"Action, Adventure, Demons, Fantasy, Shounen, Super Power, Supernatural",47117
790.0,Ergo Proxy,"Mystery, Psychological, Sci-Fi",47117
801.0,Ghost in the Shell: Stand Alone Complex 2nd GIG,"Action, Mecha, Military, Mystery, Police, Sci-Fi, Seinen",47117
339.0,Serial Experiments Lain,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",47117
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",47117
1889.0,Higurashi no Naku Koro ni Kai,"Mystery, Psychological, Supernatural, Thriller",47117
442.0,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",47117
33.0,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",47117
1726.0,Devil May Cry,"Action, Demons, Fantasy",47117
936.0,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",47117
1840.0,Zero no Tsukaima: Futatsuki no Kishi,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",49763
7311.0,Suzumiya Haruhi no Shoushitsu,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",49763
3712.0,Zero no Tsukaima: Princesses no Rondo,"Action, Adventure, Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School",49763
4382.0,Suzumiya Haruhi no Yuuutsu (2009),"Comedy, Mystery, Parody, Romance, School, Sci-Fi, Slice of Life",49763
4224.0,Toradora!,"Comedy, Romance, School, Slice of Life",49763
355.0,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",49763
1887.0,Lucky☆Star,"Comedy, Parody, School, Slice of Life",49763
11319.0,Zero no Tsukaima F,"Adventure, Ecchi, Fantasy, Magic, Romance",49763
2787.0,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",49763
5680.0,K-On!,"Comedy, Music, School, Slice of Life",49763
164.0,Mononoke Hime,"Action, Adventure, Fantasy",32664
14227.0,Tonari no Kaibutsu-kun,"Comedy, Romance, School, Shoujo, Slice of Life",32664
853.0,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",32664
10408.0,Hotarubi no Mori e,"Drama, Romance, Shoujo, Supernatural",32664
3470.0,Special A,"Comedy, Romance, School, Shoujo",32664
11013.0,Inu x Boku SS,"Comedy, Romance, Shounen, Supernatural",32664
2966.0,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",32664
3731.0,Itazura na Kiss,"Comedy, Romance, Shoujo",32664
4722.0,Skip Beat!,"Comedy, Drama, Romance, Shoujo",32664
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",32664
7054.0,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",8643
19815.0,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",8643
5114.0,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",8643
2025.0,Darker than Black: Kuro no Keiyakusha,"Action, Mystery, Sci-Fi, Super Power",8643
10793.0,Guilty Crown,"Action, Drama, Sci-Fi, Super Power",8643
2787.0,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",8643
28221.0,Etotama,"Action, Comedy, Fantasy",8643
11757.0,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",8643
21881.0,Sword Art Online II,"Action, Adventure, Fantasy, Game, Romance",8643
11617.0,High School DxD,"Comedy, Demons, Ecchi, Harem, Romance, School",8643
223.0,Dragon Ball,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",19696
1313.0,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",19696
225.0,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",19696
874.0,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",19696
528.0,Pokemon: Mewtwo no Gyakushuu,"Action, Adventure, Comedy, Drama, Fantasy, Kids",19696
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",19696
1117.0,Pokemon: Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",19696
1118.0,Pokemon: Kesshoutou no Teiou Entei,"Action, Adventure, Comedy, Drama, Fantasy, Kids",19696
20.0,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",19696
5958.0,Sora no Otoshimono,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",19696
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",66579
9989.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",66579
9756.0,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",66579
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",66579
11111.0,Another,"Horror, Mystery, School, Supernatural, Thriller",66579
2167.0,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",66579
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",66579
6347.0,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",66579
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",66579
9253.0,Steins;Gate,"Sci-Fi, Thriller",66579
513.0,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",63313
72.0,Full Metal Panic? Fumoffu,"Action, Comedy, School",63313
189.0,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",63313
317.0,Final Fantasy VII: Advent Children,"Action, Fantasy, Super Power",63313
1.0,Cowboy Bebop,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",63313
73.0,Full Metal Panic! The Second Raid,"Action, Mecha, Military",63313
762.0,Bleach: Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",63313
578.0,Hotaru no Haka,"Drama, Historical",63313
376.0,Elfen Lied Special,"Drama, Ecchi, Horror, Psychological, Supernatural",63313
269.0,Bleach,"Action, Comedy, Shounen, Super Power, Supernatural",63313
30.0,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",67960
16498.0,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",67960
19815.0,No Game No Life,"Adventure, Comedy, Ecchi, Fantasy, Game, Supernatural",67960
47.0,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",67960
2001.0,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",67960
28221.0,Etotama,"Action, Comedy, Fantasy",67960
6746.0,Durarara!!,"Action, Mystery, Supernatural",67960
1519.0,Black Lagoon: The Second Barrage,"Action, Seinen",67960
5.0,Cowboy Bebop: Tengoku no Tobira,"Action, Drama, Mystery, Sci-Fi, Space",67960
20507.0,Noragami,"Action, Adventure, Shounen, Supernatural",67960
9989.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Slice of Life, Supernatural",60112
9756.0,Mahou Shoujo Madoka★Magica,"Drama, Magic, Psychological, Thriller",60112
6347.0,Baka to Test to Shoukanjuu,"Comedy, Romance, School, Super Power",60112
11111.0,Another,"Horror, Mystery, School, Supernatural, Thriller",60112
2167.0,Clannad,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",60112
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",60112
9253.0,Steins;Gate,"Sci-Fi, Thriller",60112
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",60112
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",60112
10067.0,Angel Beats!: Another Epilogue,"Drama, School, Supernatural",60112
2001.0,Tengen Toppa Gurren Lagann,"Action, Adventure, Comedy, Mecha, Sci-Fi",21415
552.0,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",21415
4654.0,Toaru Majutsu no Index,"Action, Magic, Sci-Fi, Super Power",21415
6547.0,Angel Beats!,"Action, Comedy, Drama, School, Supernatural",21415
8425.0,Gosick,"Drama, Historical, Mystery, Romance",21415
225.0,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",21415
6773.0,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",21415
205.0,Samurai Champloo,"Action, Adventure, Comedy, Historical, Samurai, Shounen",21415
8937.0,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",21415
8841.0,Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",21415
5680.0,K-On!,"Comedy, Music, School, Slice of Life",68525
7791.0,K-On!!,"Comedy, Music, School, Slice of Life",68525
8769.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",68525
9253.0,Steins;Gate,"Sci-Fi, Thriller",68525
13659.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai.,"Comedy, Seinen, Slice of Life",68525
11887.0,Kokoro Connect,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",68525
2966.0,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",68525
8795.0,Panty &amp; Stocking with Garterbelt,"Action, Comedy, Ecchi, Parody, Supernatural",68525
1887.0,Lucky☆Star,"Comedy, Parody, School, Slice of Life",68525
6594.0,Katanagatari,"Action, Adventure, Historical, Martial Arts, Romance",68525
2904.0,Code Geass: Hangyaku no Lelouch R2,"Action, Drama, Mecha, Military, Sci-Fi, Super Power",21872
853.0,Ouran Koukou Host Club,"Comedy, Harem, Romance, School, Shoujo",21872
5114.0,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy, Magic, Military, Shounen",21872
3457.0,Vampire Knight,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",21872
4752.0,Vampire Knight Guilty,"Drama, Mystery, Romance, Shoujo, Supernatural, Vampire",21872
2251.0,Baccano!,"Action, Comedy, Historical, Mystery, Seinen, Supernatural",21872
430.0,Fullmetal Alchemist: The Conqueror of Shamballa,"Comedy, Drama, Fantasy, Historical, Military, Shounen",21872
9919.0,Ao no Exorcist,"Action, Demons, Fantasy, Shounen, Supernatural",21872
7054.0,Kaichou wa Maid-sama!,"Comedy, Romance, School, Shoujo",21872
1482.0,D.Gray-man,"Action, Adventure, Comedy, Shounen",21872
4181.0,Clannad: After Story,"Drama, Fantasy, Romance, Slice of Life, Supernatural",57901
225.0,Dragon Ball GT,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",57901
4059.0,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","Drama, Romance, School, Slice of Life",57901
3652.0,Higurashi no Naku Koro ni Rei,"Comedy, Mystery, Psychological, Supernatural, Thriller",57901
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",57901
5680.0,K-On!,"Comedy, Music, School, Slice of Life",57901
6351.0,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","Drama, Romance, School",57901
2966.0,Ookami to Koushinryou,"Adventure, Fantasy, Historical, Romance",57901
355.0,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",57901
64.0,Rozen Maiden,"Action, Comedy, Drama, Magic, Seinen",57901
20583.0,Haikyuu!!,"Comedy, Drama, School, Shounen, Sports",58415
6746.0,Durarara!!,"Action, Mystery, Supernatural",58415
237.0,Eureka Seven,"Adventure, Drama, Mecha, Romance, Sci-Fi",58415
16498.0,Shingeki no Kyojin,"Action, Drama, Fantasy, Shounen, Super Power",58415
47.0,Akira,"Action, Adventure, Horror, Military, Sci-Fi, Supernatural",58415
43.0,Ghost in the Shell,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",58415
18507.0,Free!,"Comedy, School, Slice of Life, Sports",58415
4224.0,Toradora!,"Comedy, Romance, School, Slice of Life",58415
232.0,Cardcaptor Sakura,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, School, Shoujo",58415
28883.0,Hidan no Aria AA,"Action, School, Shoujo Ai",58415
11771.0,Kuroko no Basket,"Comedy, School, Shounen, Sports",8870
16894.0,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",8870
24405.0,World Trigger,"Action, School, Sci-Fi, Shounen, Supernatural",8870
28883.0,Hidan no Aria AA,"Action, School, Shoujo Ai",8870
18507.0,Free!,"Comedy, School, Slice of Life, Sports",8870
22265.0,Free!: Eternal Summer,"Comedy, School, Slice of Life, Sports",8870
23269.0,Hello!! Kiniro Mosaic,"Comedy, School, Slice of Life",8870
23285.0,Poulette no Isu,"Comedy, Kids, Slice of Life",8870
11061.0,Hunter x Hunter (2011),"Action, Adventure, Shounen, Super Power",8870
28157.0,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,Hentai,8870
11757.0,Sword Art Online,"Action, Adventure, Fantasy, Game, Romance",13524
1535.0,Death Note,"Mystery, Police, Psychological, Supernatural, Thriller",13524
11771.0,Kuroko no Basket,"Comedy, School, Shounen, Sports",13524
10620.0,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",13524
813.0,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",13524
2472.0,Naruto: Shippuuden Movie 1,"Action, Adventure, Comedy, Fantasy, Shounen",13524
442.0,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,"Adventure, Comedy, Drama, Historical, Shounen, Supernatural",13524
16894.0,Kuroko no Basket 2nd Season,"Comedy, School, Shounen, Sports",13524
22319.0,Tokyo Ghoul,"Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural",13524
4437.0,Naruto: Shippuuden Movie 2 - Kizuna,"Action, Martial Arts, Shounen, Supernatural",13524
355.0,Shakugan no Shana,"Action, Drama, Fantasy, Romance, School, Supernatural",67533
2787.0,Shakugan no Shana II (Second),"Action, Drama, Fantasy, Romance, School, Supernatural",67533
4224.0,Toradora!,"Comedy, Romance, School, Slice of Life",67533
6773.0,Shakugan no Shana III (Final),"Action, Drama, Fantasy, Romance, Supernatural",67533
189.0,Love Hina,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",67533
3455.0,To LOVE-Ru,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi",67533
2993.0,Rosario to Vampire,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Shounen, Vampire",67533
10620.0,Mirai Nikki (TV),"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",67533
263.0,Hajime no Ippo,"Comedy, Drama, Shounen, Sports",67533
4214.0,Rosario to Vampire Capu2,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Vampire",67533
513.0,Tenkuu no Shiro Laputa,"Adventure, Fantasy, Romance, Sci-Fi",7877
530.0,Bishoujo Senshi Sailor Moon,"Demons, Magic, Romance, Shoujo",7877
578.0,Hotaru no Haka,"Drama, Historical",7877
59.0,Chobits,"Comedy, Drama, Ecchi, Romance, Sci-Fi, Seinen",7877
585.0,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",7877
740.0,Bishoujo Senshi Sailor Moon R,"Demons, Magic, Romance, Shoujo",7877
532.0,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",7877
45.0,Rurouni Kenshin: Meiji Kenkaku Romantan,"Action, Adventure, Comedy, Historical, Romance, Samurai",7877
7791.0,K-On!!,"Comedy, Music, School, Slice of Life",7877
121.0,Fullmetal Alchemist,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",7877
30.0,Neon Genesis Evangelion,"Action, Dementia, Drama, Mecha, Psychological, Sci-Fi",35272
552.0,Digimon Adventure,"Action, Adventure, Comedy, Fantasy, Kids",35272
20.0,Naruto,"Action, Comedy, Martial Arts, Shounen, Super Power",35272
32.0,Neon Genesis Evangelion: The End of Evangelion,"Dementia, Drama, Mecha, Psychological, Sci-Fi",35272
1313.0,Digimon Adventure 02,"Action, Adventure, Comedy, Drama, Fantasy, Kids",35272
3785.0,Evangelion: 3.0 You Can (Not) Redo,"Action, Mecha, Sci-Fi",35272
874.0,Digimon Tamers,"Adventure, Comedy, Drama, Fantasy, Shounen",35272
5081.0,Bakemonogatari,"Mystery, Romance, Supernatural, Vampire",35272
11597.0,Nisemonogatari,"Comedy, Mystery, Supernatural",35272
226.0,Elfen Lied,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural",35272
1210.0,NHK ni Youkoso!,"Comedy, Drama, Psychological, Romance",51127
33.0,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",51127
12531.0,Sakamichi no Apollon,"Drama, Josei, Music, Romance, School",51127
136.0,Hunter x Hunter,"Action, Adventure, Shounen, Super Power",51127
329.0,Planetes,"Drama, Romance, Sci-Fi, Seinen, Space",51127
43.0,Ghost in the Shell,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",51127
585.0,Mimi wo Sumaseba,"Adventure, Drama, Fantasy, Romance, Slice of Life",51127
8074.0,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",51127
